Date,Customer_ID,Customer_first_name,Customer_last_name,email,phone_number,Order_ID,Product_ID,Product_Category,Quantity_Sold,Price_per_Unit,Discount,City
2023-10-05,1749,Jeffrey,Smith,chencatherine@example.org,9574285397,238,382,Groceries,2,344.18,33.81,San Jose
2024-08-17,1455,Jacob,Henry,rhenderson@example.net,7083937547,239,459,Groceries,9,651.54,28.08,New York
2024-07-09,1503,Jessica,Williams,ebaker@example.org,6587270364,240,186,Toys,8,781.05,56.06,New York
2024-03-10,1947,Erica,Pace,amandadunn@example.org,5005926957,241,220,Sports,2,344.82,1.03,Chicago
2024-09-03,1074,Kyle,Cannon,robertgillespie@example.org,1284539348,242,227,Electronics,1,70.73,66.76,San Jose
2023-12-03,1104,Nicole,Adams,ray86@example.com,2583551372,243,206,Books,4,407.72,66.24,New York
2023-12-29,1124,Jill,Stewart,csuarez@example.net,5857179452,244,225,Books,9,448.44,89.53,Phoenix
2024-06-07,1505,Michael,Rodriguez,hpowell@example.org,4887068553,245,200,Electronics,8,1483.52,22.35,San Antonio
2024-04-30,1340,Tanya,Perry,darren83@example.org,0709663299,246,493,Furniture,3,740.25,74.85,San Jose
2024-06-13,1644,Jennifer,Rodriguez,timothyfrench@example.net,2719875967,247,261,Toys,9,123.15,62.04,New York
2024-01-22,1493,Ashley,Chavez,gary07@example.net,8980798744,248,303,Clothing,3,625.96,34.75,Los Angeles
2024-03-26,1463,Rhonda,Mercer,xjenkins@example.com,9698756060,249,410,Sports,5,1158.19,53.23,New York
2024-02-02,1502,Olivia,Perry,garysolis@example.com,2642450858,250,159,Furniture,4,961.36,10.15,Houston
2024-08-29,1768,Teresa,Johnson,zdavis@example.org,8469347056,251,464,Books,4,1295.2,78.68,Chicago
2023-10-04,1614,Arthur,Pennington,garciachristopher@example.com,5033457859,252,376,Books,7,1013.16,44.36,Los Angeles
2023-10-19,1136,Christina,Long,benjamin33@example.com,8905493957,253,337,Sports,5,639.09,12.29,San Antonio
2024-08-11,1933,Felicia,Hawkins,adrianabrown@example.net,5807839499,254,211,Books,3,180.35,3.37,Houston
2024-05-13,1751,Megan,Lewis,cwright@example.net,2264289645,255,375,Electronics,9,625.98,86.25,San Antonio
2024-08-24,1372,Amy,Johnson,suzanne46@example.net,1417967641,256,320,Sports,3,1408.62,39.16,Phoenix
2024-03-06,1916,Marcus,Smith,wpatel@example.net,8252442670,257,190,Beauty,5,502.07,2.17,New York
2023-10-14,1467,Laura,Garcia,willie15@example.net,4798858304,258,222,Electronics,1,834.53,75.01,Phoenix
2024-01-26,1003,Amy,Love,qelliott@example.com,4316587332,259,291,Toys,5,1402.4,63.23,Dallas
2023-10-29,1896,Peter,Rose,robertospencer@example.net,1020745193,260,296,Sports,1,403.01,65.7,Dallas
2023-10-25,1424,William,Fisher,barbara36@example.com,4494731010,261,244,Furniture,1,1361.34,63.38,San Diego
2024-05-03,1981,Leonard,Kennedy,jennifernelson@example.com,9341644236,262,426,Furniture,6,1342.25,20.21,Los Angeles
2024-04-24,1392,Steve,Morris,iwalker@example.org,1003515190,263,461,Books,5,779.31,10.4,Los Angeles
2024-09-06,1399,Michael,Allen,james93@example.net,8575095122,264,494,Beauty,7,328.57,46.82,San Antonio
2024-03-18,1526,William,Lynch,thomaspaula@example.org,2757628658,265,373,Groceries,6,315.37,25.61,New York
2023-09-29,1905,Rhonda,Cox,bethyoung@example.org,3086201938,266,184,Sports,5,593.65,6.76,San Diego
2023-10-15,1448,Victor,Ray,joshuanguyen@example.net,3720512671,267,174,Electronics,3,934.78,19.29,San Diego
2024-09-21,1987,Amy,Rogers,deborahtaylor@example.org,0924341094,268,449,Electronics,4,480.07,10.64,Philadelphia
2024-03-14,1967,Paul,Martin,jeanette81@example.com,9799553311,269,255,Furniture,6,137.78,86.07,San Diego
2024-01-01,1350,Christopher,Nelson,ipatrick@example.org,7436869638,270,396,Clothing,9,101.0,6.16,Chicago
2023-10-17,1916,John,King,james06@example.com,1243752396,271,456,Beauty,3,1011.53,86.94,Los Angeles
2024-07-23,1964,Taylor,Smith,reynoldsclaudia@example.com,3310527817,272,195,Electronics,3,851.23,70.38,Dallas
2023-11-21,1520,Catherine,Garcia,hwalsh@example.net,0660407373,273,354,Sports,4,917.5,32.71,Los Angeles
2024-02-10,1895,Shane,Hall,aramirez@example.org,6344939708,274,182,Groceries,5,19.26,18.86,Los Angeles
2024-02-22,1971,David,Mcgee,nicole47@example.net,3959124354,275,296,Clothing,8,1460.13,62.33,San Jose
2024-05-13,1935,Douglas,Miranda,allison00@example.com,0236250489,276,214,Sports,8,705.78,82.57,San Antonio
2024-06-22,1100,Christie,Webster,dbrennan@example.org,3198208438,277,264,Books,5,1045.81,75.76,Chicago
2023-12-05,1555,Jonathan,Howe,vaughnscott@example.org,5018977296,278,263,Clothing,3,502.05,54.64,New York
2023-10-14,1575,Brittany,Williams,sparkskathleen@example.org,6985523962,279,377,Groceries,8,761.29,75.35,San Antonio
2023-12-10,1083,Daniel,Berry,wwilliams@example.com,7787965800,280,208,Books,2,1258.54,7.88,San Antonio
2024-08-08,1094,Jonathan,Griffin,vmedina@example.org,0734249641,281,289,Furniture,2,1315.96,0.29,San Diego
2024-08-02,1516,Kathy,Johnson,hillchristine@example.org,4449335228,282,351,Clothing,8,66.48,30.82,San Diego
2023-12-07,1905,Sharon,White,burnskari@example.org,3705240802,283,293,Toys,2,534.82,66.59,New York
2024-01-02,1888,Ann,Poole,blacktimothy@example.com,0774635800,284,179,Beauty,8,466.72,6.75,Houston
2024-05-07,1485,Samantha,Martinez,andrea46@example.com,7050705848,285,195,Furniture,1,950.06,20.23,San Antonio
2024-02-21,1470,Joseph,Nelson,sandra68@example.net,5406651074,286,137,Beauty,6,802.54,22.2,Chicago
2024-07-17,1375,James,Smith,shawna09@example.org,2202129557,287,459,Clothing,5,1333.19,14.12,Dallas
2024-06-16,1962,Sharon,Murillo,aguilarcristian@example.net,7857265132,288,193,Groceries,8,281.13,50.19,Houston
2024-03-02,1222,Rebecca,Tran,rtaylor@example.com,8464466686,289,294,Sports,7,443.7,66.16,New York
2024-09-14,1697,Christopher,Rivers,carrollnicole@example.com,6724257996,290,180,Electronics,9,1155.81,72.97,Phoenix
2024-02-18,1155,Kendra,Anderson,jonathanpotter@example.org,4641246277,291,142,Beauty,8,750.59,37.35,Los Angeles
2024-04-14,1242,Jordan,Rangel,hannahgraves@example.org,1180636584,292,150,Beauty,2,432.06,63.45,New York
2024-02-28,1815,Russell,Dodson,piercescott@example.net,3427737191,293,440,Sports,2,1336.65,44.63,Chicago
2024-04-27,1560,Emily,Nunez,jessicaolson@example.net,9643676529,294,134,Clothing,2,448.3,22.61,Chicago
2024-05-22,1152,Rachel,Reyes,lisa90@example.com,8092415214,295,372,Books,3,779.68,22.08,San Antonio
2023-11-06,1202,Ethan,Fields,spearssamantha@example.net,0119173886,296,412,Sports,1,400.58,49.93,New York
2024-06-06,1810,Richard,Moreno,allenjason@example.com,4788804729,297,412,Groceries,1,108.69,83.96,Dallas
2024-05-01,1541,Charles,Choi,ugraham@example.com,4835643615,298,447,Clothing,4,733.89,49.57,Houston
2023-12-14,1204,Kara,Reynolds,jerome17@example.com,2736153172,299,151,Beauty,6,1141.81,41.29,Los Angeles
2024-05-06,1950,Laura,Holt,codyhill@example.com,1104706955,300,177,Beauty,4,273.72,56.19,Houston
2024-04-20,1637,Jackson,Grant,obrown@example.net,2840318761,301,333,Toys,2,439.34,42.73,Los Angeles
2024-06-04,1964,Nicholas,Cunningham,ewarner@example.net,6506908833,302,401,Groceries,7,294.62,33.41,Los Angeles
2023-10-26,1108,Monica,Nelson,eringriffin@example.com,9650097160,303,100,Groceries,1,1099.61,35.15,Los Angeles
2024-01-31,1155,Maurice,Clark,jason66@example.org,1273302905,304,357,Furniture,2,814.6,76.02,Dallas
2024-01-02,1161,Kimberly,Kim,jonesjay@example.org,2039449438,305,420,Clothing,4,1285.6,85.04,Houston
2023-11-19,1433,John,Lyons,brandy82@example.net,0405033227,306,465,Clothing,7,892.55,57.88,Los Angeles
2024-07-10,1911,Courtney,Scott,andrestewart@example.net,0648585016,307,264,Books,5,1323.82,24.84,Dallas
2023-12-08,1680,Kenneth,Lindsey,snyderronald@example.net,3377193058,308,398,Books,2,695.81,3.53,Philadelphia
2024-01-03,1933,Jodi,Orr,morrisbrian@example.org,8989090449,309,181,Books,6,184.89,58.57,Chicago
2024-06-27,1320,Pam,Riley,klane@example.com,6466544914,310,217,Books,6,777.41,68.92,San Diego
2024-08-23,1159,Mike,Wallace,grivas@example.org,5707604998,311,114,Beauty,2,1065.36,41.46,Los Angeles
2024-07-02,1266,Brian,Phillips,phillipschristian@example.net,6170038179,312,378,Beauty,7,1344.98,82.1,San Antonio
2024-08-28,1164,Edwin,Wilcox,heather27@example.org,6409373198,313,183,Furniture,2,628.44,43.88,Philadelphia
2024-03-28,1650,Charles,Harrell,ghenry@example.net,3750733467,314,234,Furniture,1,797.31,68.93,San Jose
2023-10-02,1234,Michelle,Garcia,hayneskelly@example.org,7026156643,315,341,Toys,6,715.87,65.85,Chicago
2024-05-25,1420,Todd,Robles,alanbennett@example.org,3775579194,316,486,Sports,7,423.84,65.33,Philadelphia
2024-03-18,1378,Jennifer,Wright,blaircatherine@example.org,8383058398,317,366,Sports,3,481.5,17.79,San Antonio
2023-12-21,1624,Michele,Abbott,cooperdavid@example.com,5298434499,318,470,Books,6,1400.48,88.29,Phoenix
2023-11-26,1238,Kathryn,Downs,heather36@example.net,6207337214,319,486,Clothing,7,1496.99,24.45,San Diego
2023-11-30,1202,Willie,Nelson,eknight@example.net,9616386127,320,200,Furniture,2,611.77,54.25,San Antonio
2023-10-25,1693,Melissa,Neal,andersengarrett@example.com,2578570107,321,204,Electronics,4,589.2,25.72,New York
2024-09-10,1736,Shelly,Moore,jhorton@example.com,2501876478,322,295,Books,4,1113.17,28.56,San Jose
2024-03-16,1396,Kimberly,Cunningham,thompsonmatthew@example.org,1297124697,323,449,Beauty,3,411.81,52.23,San Diego
2023-10-12,1343,Jennifer,Burke,caleb33@example.net,0260398832,324,352,Books,8,1335.9,41.53,Philadelphia
2024-06-22,1933,Raymond,Wilkerson,donaldwarren@example.org,0875178141,325,290,Sports,5,503.28,33.05,New York
2024-08-25,1253,Diane,Burton,rachelwhite@example.net,2675977717,326,324,Furniture,3,1326.79,18.47,Houston
2023-11-17,1079,Charles,Garcia,daniellewalker@example.org,6468836631,327,356,Electronics,5,1240.91,18.01,Dallas
2024-05-17,1807,Tiffany,Daniels,gwerner@example.org,3455697798,328,498,Furniture,2,895.56,15.61,New York
2024-02-10,1066,Justin,Long,johnsonallison@example.org,5787630158,329,333,Groceries,8,429.56,68.95,Los Angeles
2024-02-21,1021,Kevin,Allen,martinezconnie@example.com,5871884360,330,486,Groceries,6,640.93,42.58,Dallas
2024-04-18,1106,Kyle,Wood,samuel27@example.net,5465488883,331,439,Beauty,9,641.3,5.55,Philadelphia
2024-03-04,1449,Daniel,Pitts,andersonanthony@example.com,3743021936,332,378,Toys,9,1032.0,8.14,Los Angeles
2024-06-01,1017,Phyllis,Johnson,ericbullock@example.org,7487685053,333,293,Electronics,1,745.89,44.25,Houston
2023-10-09,1528,Rebecca,Elliott,fmoon@example.org,1690567879,334,234,Furniture,2,1341.32,69.78,Phoenix
2024-03-09,1076,Shannon,Fox,cindykelly@example.org,3701405787,335,366,Books,1,1224.88,41.49,San Jose
2024-07-10,1272,Jennifer,Blair,adrianhenderson@example.org,7657813702,336,284,Electronics,4,1361.1,25.08,San Diego
2024-02-26,1875,Don,Avila,jessica96@example.net,2091132760,337,186,Sports,9,813.2,24.03,San Diego
2024-03-17,1663,Kathleen,Myers,joshuacobb@example.org,6892512744,338,391,Books,5,1271.53,51.43,Los Angeles
2024-01-04,1528,John,Rice,christopher63@example.net,4717424516,339,132,Sports,5,477.59,6.88,Houston
2024-09-14,1484,Joshua,Kramer,brendatate@example.org,7956800363,340,235,Toys,1,1341.57,42.81,Dallas
2024-07-18,1863,Lisa,Leon,carterkristine@example.org,1841416769,341,375,Sports,9,1123.76,78.91,Phoenix
2024-02-02,1755,Brittany,Garcia,karencampbell@example.org,2446001256,342,403,Toys,4,484.86,6.97,San Antonio
2024-06-03,1323,Kimberly,Smith,johnsonsusan@example.net,6760057289,343,355,Beauty,8,950.46,55.22,Philadelphia
2024-04-28,1224,Paul,Mueller,jessica42@example.org,9819146624,344,146,Groceries,2,1301.55,40.43,Houston
2024-03-11,1883,Shirley,Brown,perrybell@example.com,3505602973,345,119,Beauty,2,1040.73,47.95,Dallas
2024-03-28,1093,Chelsea,Beck,brownbrian@example.com,5221772829,346,472,Electronics,7,353.61,77.34,San Diego
2024-05-11,1353,Jesse,Tucker,cheryl69@example.org,5780703208,347,323,Beauty,7,313.04,87.63,Houston
2023-12-12,1652,Beth,Norman,hamptonscott@example.com,5060226319,348,293,Clothing,9,10.14,33.52,San Jose
2023-10-08,1770,Chad,Ponce,sarah90@example.net,5309991334,349,251,Books,9,1159.8,8.5,Houston
2024-08-20,1536,Michael,Shelton,michael23@example.org,3783140728,350,135,Furniture,7,1057.09,7.63,San Diego
2024-02-28,1392,George,Harris,kbrooks@example.org,9064249986,351,273,Beauty,6,922.66,43.95,San Jose
2024-09-11,1478,Kelly,Padilla,harrellsonya@example.net,4487714868,352,171,Books,3,448.07,15.43,San Jose
2024-01-31,1428,James,Cortez,kyleolson@example.org,4908381925,353,418,Beauty,8,939.41,6.81,New York
2024-05-04,1311,Teresa,Pacheco,hharvey@example.net,5211684625,354,268,Furniture,5,283.84,15.99,San Jose
2023-11-28,1235,Cassandra,Thomas,austinsmith@example.com,8437955060,355,281,Furniture,4,852.27,30.04,Philadelphia
2023-09-28,1176,Adam,Cannon,baileyapril@example.org,5438979659,356,445,Toys,9,1304.96,33.68,Houston
2023-10-31,1024,Heather,Jenkins,jonathanmeyer@example.net,8452734179,357,371,Groceries,2,671.36,80.24,San Diego
2024-01-27,1560,Sandra,Porter,jasminreyes@example.com,0106372866,358,381,Furniture,5,1300.74,53.49,Phoenix
2024-06-17,1774,Matthew,Porter,ugarcia@example.org,4948579559,359,425,Sports,2,342.92,58.78,Phoenix
2024-09-14,1149,Kristie,Sanders,benjamin81@example.com,6965341356,360,364,Groceries,8,1407.28,15.81,Los Angeles
2024-05-19,1695,Diane,Novak,qbyrd@example.org,2234775838,361,484,Beauty,2,358.27,36.91,Houston
2023-10-31,1842,Wendy,Day,jennifer96@example.com,0882859825,362,154,Beauty,2,995.58,45.7,San Jose
2023-10-06,1847,Joseph,Mccann,blankenshipthomas@example.com,7908573711,363,199,Books,1,1487.29,30.14,Dallas
2023-11-21,1894,Gabriel,Pugh,meganparker@example.org,4170527392,364,126,Sports,9,807.05,54.17,Houston
2023-10-27,1511,Brian,Young,mcoffey@example.org,6424900235,365,227,Sports,8,415.79,57.08,San Jose
2024-07-21,1804,Douglas,Lindsey,qroberts@example.com,1155493231,366,334,Beauty,6,1136.54,55.01,San Antonio
2024-04-04,1523,Cheryl,Le,vmitchell@example.com,7273475085,367,490,Books,6,1364.1,25.78,Philadelphia
2024-09-17,1314,Theresa,Johnston,oblack@example.org,3933292981,368,358,Furniture,8,1299.02,8.92,Los Angeles
2024-03-11,1908,David,Rogers,pbrown@example.net,5885358730,369,333,Books,2,574.26,42.25,San Diego
2024-02-11,1671,Barbara,Caldwell,kristenmitchell@example.net,8673548406,370,495,Furniture,2,360.13,26.14,New York
2023-11-10,1913,Eddie,Smith,maria38@example.net,8850829821,371,364,Clothing,5,256.62,85.7,Dallas
2023-11-30,1625,James,Cline,sarahsmith@example.org,5336171585,372,311,Beauty,1,325.44,64.99,Houston
2024-03-16,1203,Kyle,Fischer,edwardcarpenter@example.com,8149935661,373,447,Beauty,5,1245.64,78.36,San Antonio
2024-05-03,1830,Edward,Reed,fwallace@example.org,0860198008,374,111,Clothing,9,247.27,43.51,San Antonio
2024-05-18,1476,Fred,Costa,karen57@example.net,2897975913,375,463,Books,9,177.88,64.73,San Diego
2024-07-28,1992,Raymond,Mcdonald,lisabarrett@example.org,7310247938,376,480,Sports,9,559.84,66.47,New York
2024-08-31,1686,Stephen,Cox,rachel18@example.net,7187771878,377,430,Groceries,1,938.87,69.84,Philadelphia
2024-09-10,1514,Edward,Krause,kingapril@example.net,8835144981,378,336,Groceries,7,298.7,44.84,Los Angeles
2024-04-25,1682,Samantha,Warren,scott05@example.net,1732353746,379,138,Electronics,9,1414.11,68.32,Phoenix
2024-09-10,1523,Eric,Carroll,rodriguezterri@example.net,2608057295,380,287,Clothing,8,1357.9,85.93,Houston
2024-07-29,1857,Stacey,Thompson,kim81@example.net,7633005436,381,389,Clothing,9,1002.95,23.71,Los Angeles
2023-12-17,1357,Annette,Washington,seancastillo@example.org,1528809788,382,331,Beauty,4,394.1,24.24,New York
2024-07-28,1130,Eric,Chase,russell91@example.com,1292042006,383,166,Furniture,9,313.47,61.56,San Diego
2024-04-02,1368,Kyle,Edwards,devinhenderson@example.org,8957400561,384,461,Sports,7,843.77,33.74,Philadelphia
2023-10-12,1360,Kimberly,Fowler,wrichardson@example.org,6705008952,385,239,Sports,1,855.81,27.85,Houston
2024-08-02,1219,Joel,Figueroa,vcoleman@example.net,9179804782,386,270,Electronics,9,459.04,10.65,San Antonio
2023-12-19,1166,Cynthia,York,ruth84@example.com,9995132026,387,359,Toys,2,1088.24,44.77,Houston
2024-05-07,1181,Brianna,Davis,davidscott@example.org,1083627675,388,108,Electronics,5,554.66,21.75,Philadelphia
2024-06-15,1686,Karen,Harmon,danielwilliams@example.net,9695889215,389,227,Groceries,1,738.72,70.76,New York
2024-06-11,1533,Loretta,Chavez,robertsonmark@example.org,8160755679,390,262,Toys,1,1009.68,86.25,Houston
2023-12-17,1504,Tammy,Cox,michael72@example.org,1207260592,391,242,Beauty,9,631.29,82.88,Dallas
2024-05-23,1868,Charles,Castillo,philipnguyen@example.org,8904018292,392,436,Books,1,1302.54,44.66,New York
2024-06-17,1552,Lynn,Noble,peter62@example.org,3082231419,393,341,Groceries,3,81.97,39.04,Phoenix
2023-12-28,1309,Abigail,Miller,jennifer93@example.net,0915281824,394,107,Electronics,6,181.69,47.31,Houston
2023-12-15,1834,Ryan,Stewart,michelle18@example.org,1831549540,395,119,Sports,2,393.78,41.24,Chicago
2024-04-02,1245,Wesley,Medina,sandra87@example.org,5093926411,396,301,Groceries,8,1236.72,27.26,Chicago
2024-06-12,1622,Sean,Maldonado,parroyo@example.com,7258195931,397,192,Groceries,3,626.32,50.27,Phoenix
2024-02-27,1328,Kathleen,Thompson,martinstephens@example.com,8018153086,398,292,Beauty,1,820.58,52.87,Philadelphia
2024-03-14,1075,Laura,Young,kellyduke@example.org,2116440052,399,258,Sports,6,551.43,80.94,Houston
2024-04-04,1261,David,Jacobson,baileyjorge@example.com,7835499737,400,260,Sports,4,835.2,80.18,San Diego
2023-12-23,1952,Jonathan,White,david89@example.net,0731157596,401,174,Toys,3,898.82,64.84,San Jose
2024-07-18,1507,Darrell,Pace,thompsonterri@example.com,0438165738,402,163,Furniture,7,138.06,3.92,Dallas
2024-03-23,1287,Johnny,Cantu,jonesashley@example.net,7355490025,403,143,Beauty,5,103.37,74.07,San Jose
2024-02-01,1245,Sandra,Scott,george66@example.com,9409842302,404,164,Clothing,7,515.43,27.17,San Diego
2024-04-20,1239,Andrea,Waters,carmenrobbins@example.org,6274420555,405,203,Beauty,9,1037.53,76.44,San Diego
2023-11-06,1519,Anthony,Branch,xchavez@example.com,9412376959,406,456,Beauty,6,1412.06,30.84,San Jose
2024-07-10,1692,Kelsey,Jones,jacobsmith@example.net,8021277025,407,327,Beauty,5,1011.12,43.14,San Jose
2023-11-03,1727,Cheryl,Vazquez,sandravang@example.net,1937394995,408,457,Electronics,7,1157.53,6.28,San Jose
2024-02-10,1895,Jennifer,Turner,rebeccacarson@example.org,7623701652,409,276,Books,3,674.14,8.23,San Jose
2023-12-06,1426,Marie,Patterson,shelly65@example.net,3050415723,410,227,Beauty,3,1103.84,60.15,San Diego
2024-04-12,1399,Ashley,Grant,mary66@example.net,6592986513,411,466,Books,2,164.12,29.98,Los Angeles
2024-07-05,1196,Nancy,Smith,tbarry@example.net,5673459861,412,163,Books,7,220.41,40.46,Philadelphia
2023-10-26,1359,Stacey,Gonzalez,shawnday@example.net,6499836075,413,185,Clothing,9,1298.15,2.27,Dallas
2023-11-19,1456,Susan,Stanton,davidjordan@example.com,9122559348,414,219,Beauty,8,466.72,53.66,New York
2023-10-01,1939,Erin,Evans,pamelacarter@example.net,9962800609,415,178,Toys,2,202.63,37.96,New York
2023-12-09,1532,Jonathan,Wilson,teresagreen@example.net,5787350714,416,178,Toys,6,60.05,46.34,Phoenix
2024-01-16,1710,Larry,Torres,toddmelissa@example.org,8328470994,417,315,Sports,7,1320.75,44.15,Phoenix
2024-07-30,1030,Scott,Dougherty,mark51@example.com,8205349115,418,438,Beauty,4,225.21,42.86,Los Angeles
2024-08-15,1147,Robert,Hernandez,rachelsmith@example.net,0132290506,419,247,Beauty,1,898.02,70.0,Chicago
2024-01-14,1126,Jodi,Brown,rwilliams@example.com,1851546898,420,392,Toys,5,953.81,66.49,Philadelphia
2023-12-26,1882,David,Russell,jdurham@example.org,6592346133,421,478,Electronics,1,40.55,83.79,Los Angeles
2023-11-27,1568,Julia,Caldwell,lori68@example.com,3974211170,422,296,Groceries,9,1159.71,65.86,New York
2024-05-27,1742,Stephen,Scott,torresdenise@example.com,3559835523,423,154,Sports,8,1496.28,46.07,Los Angeles
2024-02-25,1002,Kaylee,Roth,simpsonkim@example.net,6980517809,424,448,Electronics,9,1049.81,83.72,Dallas
2024-05-14,1663,Natalie,Berry,clementsandrea@example.org,9174801361,425,465,Furniture,9,1157.55,43.38,Dallas
2024-02-22,1000,Andrew,Morris,mholland@example.com,0590963357,426,497,Electronics,4,866.21,56.57,New York
2023-12-28,1432,Morgan,Harding,popemichael@example.org,9444997529,427,482,Beauty,5,690.52,48.79,Philadelphia
2024-03-24,1312,Andrew,Grimes,roymanuel@example.org,5849958705,428,318,Sports,8,355.7,1.0,Houston
2023-11-06,1746,Rachel,Terry,jennifersmith@example.org,0747841930,429,278,Sports,5,1395.16,73.33,San Jose
2024-05-08,1878,Jean,Cooper,lisawaller@example.com,1815747267,430,370,Groceries,5,792.81,13.93,New York
2024-06-28,1479,Kelsey,Thomas,valerie33@example.com,9418572171,431,303,Books,1,710.95,61.83,Houston
2024-08-29,1425,Danielle,Frazier,douglaslynch@example.com,1103555016,432,486,Books,6,1089.63,2.74,Dallas
2023-10-24,1211,Tommy,Lawson,rhammond@example.com,8995653552,433,360,Beauty,7,1347.39,45.78,New York
2024-06-08,1049,Dalton,Morris,johnhampton@example.net,0188600407,434,239,Electronics,5,1246.11,42.81,New York
2024-09-12,1182,Joann,Arnold,longlauren@example.com,2087746913,435,124,Furniture,2,438.32,74.84,San Jose
2023-11-10,1411,William,Barber,tiffanyhughes@example.com,7472697876,436,238,Groceries,2,100.78,54.64,San Diego
2024-07-13,1626,Brian,Gomez,blackwilliam@example.org,6676710139,437,182,Beauty,5,333.65,21.56,Phoenix
2024-07-26,1154,Mitchell,Bush,kevinlopez@example.net,7314235209,438,286,Sports,5,1232.77,77.48,Chicago
2024-08-10,1901,Nancy,Stephens,joshua26@example.net,7727374032,439,240,Furniture,6,937.4,54.45,Los Angeles
2024-05-24,1882,Pamela,Boyd,qsmith@example.com,6527133375,440,177,Books,1,545.09,16.68,Phoenix
2023-10-10,1223,Justin,Hill,rhondarhodes@example.net,0479172048,441,405,Furniture,3,648.34,85.36,Los Angeles
2024-09-18,1217,William,Hill,osbornevelyn@example.net,6520343347,442,264,Books,8,60.32,82.91,Phoenix
2024-04-23,1507,Deborah,Yang,nadams@example.com,3508231175,443,360,Beauty,4,1462.22,41.19,Chicago
2023-12-21,1474,Stephen,Hines,ambergolden@example.net,6666847895,444,125,Sports,1,243.5,74.4,Phoenix
2023-11-16,1491,Todd,Torres,davisheather@example.org,5826212622,445,415,Toys,4,133.0,25.17,Dallas
2024-06-01,1494,Mark,Day,stewartmichael@example.com,7366413884,446,404,Toys,9,574.35,13.09,San Antonio
2024-09-21,1789,Donald,Tran,gregorypatel@example.org,6416754262,447,481,Sports,7,905.89,28.77,Dallas
2024-07-22,1403,Edward,Jones,jameskim@example.net,4889774182,448,474,Beauty,3,52.76,54.28,Dallas
2024-03-17,1116,Laura,Best,theresawerner@example.org,5215985144,449,450,Sports,1,424.06,73.04,Phoenix
2023-10-20,1682,Christopher,Sanchez,charlespatrick@example.com,7027420773,450,485,Books,9,732.93,16.06,Philadelphia
2023-11-07,1811,Matthew,Robertson,jacksonkenneth@example.com,2384499134,451,257,Electronics,8,663.71,50.43,Los Angeles
2023-12-20,1360,Cole,Thomas,qhunter@example.net,2185067444,452,320,Books,4,793.14,60.9,Phoenix
2024-03-24,1353,Felicia,Stewart,meghannelson@example.org,6017859792,453,352,Toys,8,146.57,55.2,San Diego
2024-01-29,1078,Daniel,Wallace,margaretsanchez@example.net,8530175188,454,111,Electronics,2,169.23,51.17,Chicago
2024-03-08,1055,Brandon,Rich,amandalane@example.net,2451982256,455,284,Groceries,9,843.14,46.74,San Diego
2024-03-05,1768,Catherine,Woodard,chelsea00@example.net,7805160184,456,184,Beauty,3,230.11,22.28,San Jose
2024-06-04,1549,Joel,Peterson,jamescooley@example.com,1305257027,457,482,Sports,7,943.48,22.19,Dallas
2024-08-20,1711,Nichole,Moore,leebrandon@example.org,0199826065,458,379,Beauty,3,1250.45,12.13,San Antonio
2023-10-25,1258,Desiree,Johnson,nathaniel06@example.com,3652068874,459,403,Books,7,89.78,77.09,Houston
2024-04-08,1926,Daniel,Smith,steven34@example.com,2054069181,460,233,Beauty,5,735.35,27.21,Phoenix
2024-04-26,1687,Cynthia,Noble,sarahhurley@example.org,3717894512,461,324,Furniture,7,1317.48,72.68,Phoenix
2023-11-26,1104,Shannon,Wright,kellyruiz@example.net,0758822901,462,129,Groceries,8,1034.08,50.7,Los Angeles
2024-04-09,1122,Mia,Wilkins,larry98@example.org,3463491222,463,293,Sports,3,460.62,33.12,Los Angeles
2024-01-16,1062,Andrew,Oliver,wmccoy@example.org,1992796419,464,287,Toys,8,851.16,71.33,Philadelphia
2024-09-08,1498,Jennifer,Kent,brian45@example.org,0948884898,465,461,Electronics,1,974.35,15.25,Houston
2024-09-26,1404,Lisa,Macdonald,shelley78@example.net,0762073249,466,241,Electronics,9,670.5,69.9,Philadelphia
2024-05-17,1835,Hannah,Wallace,michellesullivan@example.org,2517896014,467,393,Toys,7,1143.3,13.19,Houston
2023-10-07,1141,Michael,Smith,danielobrien@example.org,5246708840,468,380,Electronics,7,124.77,3.95,San Antonio
2024-04-08,1859,Michael,Tapia,calvin78@example.org,0842490244,469,354,Toys,8,1090.02,73.82,Dallas
2024-03-01,1720,Matthew,Gray,edwinhodge@example.com,4750342564,470,444,Furniture,2,1023.52,76.34,Philadelphia
2023-10-18,1662,Krista,Foster,christopherlevy@example.org,1166515466,471,100,Furniture,2,1249.59,73.1,Chicago
2023-11-07,1603,Taylor,Campbell,charlesbarker@example.org,3586679033,472,465,Toys,8,728.9,17.68,San Diego
2023-10-13,1832,Timothy,Harding,graybarbara@example.org,8564992363,473,414,Furniture,9,1088.0,29.61,San Jose
2024-07-23,1648,Katelyn,Huff,dparker@example.com,3575449617,474,447,Groceries,9,1179.5,85.6,Dallas
2023-11-19,1316,Erica,Mitchell,dominiqueleon@example.com,1942655087,475,422,Sports,3,417.84,63.67,Chicago
2023-11-21,1079,Brenda,Watson,dkelly@example.net,6232072364,476,412,Furniture,5,953.11,52.0,San Diego
